Ticker,Start Date,End Date,Initial Cash,Final Strategy Value,Final Buy-Hold Value,Strategy Return %,Buy-Hold Return %,Difference %,Max Drawdown %,Number of Trades,Win Rate %,Status
AAPL,2022-05-02,2026-07-17,10000.0,17669.55109621854,21128.132188479805,76.69551096218541,111.28132188479807,-34.585810922612666,-16.394444217422844,6,83.33333333333334,OK
MSFT,2022-05-02,2026-07-17,10000.0,11351.706998989526,13843.99077703367,13.517069989895258,38.4399077703367,-24.922837780441444,-30.7581711962035,9,22.22222222222222,OK
NVDA,2022-05-02,2026-07-17,10000.0,73459.63453841126,103829.4106055726,634.5963453841126,938.2941060557259,-303.6977606716133,-29.620629131769327,5,60.0,OK
TSLA,2022-05-02,2026-07-17,10000.0,7335.950756151433,12653.331863795795,-26.640492438485673,26.533318637957937,-53.17381107644361,-58.02781677559559,13,23.076923076923077,OK
SPY,2022-05-02,2026-07-17,10000.0,15556.951702531027,17933.07176041016,55.569517025310276,79.3307176041016,-23.761200578791318,-9.14963125151228,6,66.66666666666666,OK
