Ticker,Start Date,End Date,Initial Cash,Final Strategy Value,Final Buy-Hold Value,Strategy Return %,Buy-Hold Return %,Difference %,Max Drawdown %,Number of Trades,Win Rate %,Status
AAPL,2022-05-02,2026-07-16,10000.0,17644.138980002535,21097.745986381233,76.44138980002535,110.97745986381233,-34.53607006378698,-16.394444217422844,6,83.33333333333334,OK
MSFT,2022-05-02,2026-07-16,10000.0,11351.706998989526,14099.905240704964,13.517069989895258,40.99905240704964,-27.48198241715438,-30.7581711962035,9,22.22222222222222,OK
NVDA,2022-05-02,2026-07-16,10000.0,75122.17315866186,106179.27806862621,651.2217315866185,961.7927806862621,-310.5710490996436,-29.620629131769327,5,60.0,OK
TSLA,2022-05-02,2026-07-16,10000.0,7335.950756151433,12992.889337636387,-26.640492438485673,29.928893376363863,-56.56938581484954,-58.02781677559559,13,23.076923076923077,OK
SPY,2022-05-02,2026-07-16,10000.0,15712.46037427991,18112.33233942096,57.12460374279911,81.12332339420958,-23.998719651410468,-9.14963125151228,6,66.66666666666666,OK
