Ticker,Start Date,End Date,Initial Cash,Final Strategy Value,Final Buy-Hold Value,Strategy Return %,Buy-Hold Return %,Difference %,Max Drawdown %,Number of Trades,Win Rate %,Status
AAPL,2022-04-29,2026-07-15,10000.0,17339.180659613794,20773.866963486293,73.39180659613793,107.73866963486292,-34.34686303872499,-16.394444217422844,6,83.33333333333334,OK
MSFT,2022-04-29,2026-07-15,10000.0,11351.706998989526,14255.910224301717,13.517069989895258,42.55910224301718,-29.04203225312192,-30.7581711962035,9,22.22222222222222,OK
NVDA,2022-04-29,2026-07-15,10000.0,76969.44197685554,114573.78005074046,669.6944197685553,1045.7378005074047,-376.04338073884935,-29.620629131769327,5,60.0,OK
TSLA,2022-04-29,2026-07-15,10000.0,7335.950756151433,13590.197098713168,-26.640492438485673,35.90197098713168,-62.542463425617356,-58.02781677559559,13,23.076923076923077,OK
SPY,2022-04-29,2026-07-15,10000.0,15798.06404462866,18320.63100870367,57.98064044628659,83.2063100870367,-25.225669640750105,-9.14963125151228,6,66.66666666666666,OK
