Ticker,Start Date,End Date,Initial Cash,Final Strategy Value,Final Buy-Hold Value,Strategy Return %,Buy-Hold Return %,Difference %,Max Drawdown %,Number of Trades,Win Rate %,Status
AAPL,2022-03-18,2026-06-03,10000.0,14406.808074679584,18920.601161689156,44.06808074679584,89.20601161689154,-45.1379308700957,-23.57342244312165,8,62.5,OK
MSFT,2022-03-18,2026-06-03,10000.0,12179.478960721724,14224.278758980827,21.794789607217236,42.24278758980826,-20.447997982591023,-27.560787057868165,11,18.181818181818183,OK
NVDA,2022-03-18,2026-06-03,10000.0,71183.04676156466,81181.72123564857,611.8304676156466,711.8172123564857,-99.98674474083907,-32.5090454512301,6,50.0,OK
TSLA,2022-03-18,2026-06-03,10000.0,7830.306429191791,14039.254452779282,-21.696935708082087,40.392544527792815,-62.0894802358749,-61.57011204585123,14,28.57142857142857,OK
SPY,2022-03-18,2026-06-03,10000.0,15446.598639429949,16967.515722024717,54.46598639429949,69.67515722024717,-15.20917082594768,-12.610434519187407,7,57.14285714285714,OK
