ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
MA,2021-12-31,2022-03-01,,,,,869464115,,,,,
MA,2022-12-31,2023-03-01,9930000000.0,22237000000.0,6298000000.0,14023000000.0,869464115,9930000000.0,1.5766910130200062,0.4465530422269191,2.2265798666243253,
MA,2023-12-31,2024-02-29,11195000000.0,25098000000.0,6929000000.0,15681000000.0,869464115,11195000000.0,1.6156732573242891,0.44605147820543467,2.2630971280127,0.12739174219536759
MA,2024-12-31,2025-03-01,,,,,869464115,,,,,
MA,2025-03-31,2025-05-30,,,,,869464115,,,,,
MA,2025-06-30,2025-08-29,3701000000.0,8133000000.0,7853000000.0,18970000000.0,869464115,,,0.4550596335915406,2.415637336049917,
MA,2025-09-30,2025-11-29,3927000000.0,8602000000.0,7904000000.0,18983000000.0,869464115,,,0.45652173913043476,2.4016953441295548,
MA,2025-12-31,2026-03-01,4060000000.0,8806000000.0,7737000000.0,19000000000.0,869464115,,,0.4610492845786963,2.455732195941579,
MA,2026-03-31,2026-05-30,3882000000.0,8398000000.0,6719000000.0,18960000000.0,869464115,15570000000.0,2.3173091233814556,0.4622529173612765,2.8218484893585356,
MA,2026-06-30,2026-08-29,4388000000.0,9277000000.0,5611000000.0,24643000000.0,869464115,16257000000.0,2.897344501871324,0.47299773633717795,4.39190875066833,0.1856255066198325
