ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
LLY,2021-12-31,2022-03-01,,,,,891741406,,,,,
LLY,2022-12-31,2023-03-01,6244800000.0,28541400000.0,10649800000.0,16238600000.0,891741406,6244800000.0,0.5863772089616707,0.21879795665244173,1.5247798080715131,
LLY,2023-12-31,2024-02-29,5240000000.0,34124000000.0,10771900000.0,25225300000.0,891741406,5240000000.0,0.4864508582515619,0.15355761340991678,2.341768861575024,-0.16090187035613632
LLY,2024-12-31,2025-03-01,,,,,891741406,,,,,
LLY,2025-03-31,2025-05-30,,,,,891741406,,,,,
LLY,2025-06-30,2025-08-29,5661000000.0,15558000000.0,18272900000.0,39903800000.0,891741406,,,0.36386424990358657,2.1837694071548577,
LLY,2025-09-30,2025-11-29,5582500000.0,17600800000.0,23793300000.0,42506600000.0,891741406,,,0.3171730830416799,1.786494517364132,
LLY,2025-12-31,2026-03-01,6637700000.0,19292000000.0,26535000000.0,42503000000.0,891741406,,,0.34406489736678414,1.6017712455247786,
LLY,2026-03-31,2026-05-30,7396000000.0,19799000000.0,31198000000.0,43370000000.0,891741406,25277200000.0,0.8102186037566511,0.37355421991009646,1.3901532149496763,
LLY,2026-06-30,2026-08-29,7095000000.0,22974000000.0,33879000000.0,54908000000.0,891741406,26711200000.0,0.7884294105493078,0.3088273700705145,1.6207089937719532,0.2533121356650768
