ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
NUE,2021-12-31,2022-03-01,,,,,226875676,,,,,
NUE,2022-12-31,2023-03-01,7607000000.0,41512000000.0,18414694000.0,6691350000.0,226875676,7607000000.0,0.41309402154605446,0.18324821738292543,0.3633701434300239,
NUE,2023-12-31,2024-02-29,4525000000.0,34714000000.0,20940000000.0,6842000000.0,226875676,4525000000.0,0.21609360076408787,0.1303508670853258,0.32674307545367715,-0.4051531484159327
NUE,2024-12-31,2025-03-01,,,,,226875676,,,,,
NUE,2025-03-31,2025-05-30,156000000.0,7830000000.0,20069000000.0,7880000000.0,226875676,,,0.01992337164750958,0.39264537346155765,
NUE,2025-06-30,2025-08-29,603000000.0,8456000000.0,20389000000.0,6881000000.0,226875676,,,0.07131031220435194,0.3374858992594046,
NUE,2025-09-30,2025-11-29,607000000.0,8521000000.0,20770000000.0,6853000000.0,226875676,,,0.07123577044947776,0.3299470389985556,
NUE,2025-12-31,2026-03-01,378000000.0,7687000000.0,20936000000.0,7121000000.0,226875676,1744000000.0,0.08330149025601834,0.04917393001170808,0.34013183034008404,
NUE,2026-03-31,2026-05-30,743000000.0,9496000000.0,21453000000.0,7124000000.0,226875676,2331000000.0,0.10865613200950916,0.07824347093513058,0.332074768097702,3.7628205128205128
NUE,2026-06-30,2026-08-29,,,,,226875676,,,,,
