ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
CPB,2022-07-31,2022-09-29,757000000.0,8562000000.0,3331000000.0,5048000000.0,298206243,757000000.0,0.22725908135694986,0.08841392198084559,1.515460822575803,
CPB,2023-07-31,2023-09-29,858000000.0,9357000000.0,3661000000.0,4967000000.0,298206243,858000000.0,0.23436219612127834,0.09169605642834242,1.356733133023764,0.1334214002642008
CPB,2024-07-31,2024-09-29,567000000.0,9636000000.0,3794000000.0,7542000000.0,298206243,567000000.0,0.14944649446494465,0.05884184308841843,1.9878755930416447,-0.33916083916083917
CPB,2025-01-31,2025-04-01,,,,,298206243,,,,,
CPB,2025-04-30,2025-06-29,66000000.0,2475000000.0,3870000000.0,6896000000.0,298206243,,,0.02666666666666667,1.7819121447028423,
CPB,2025-07-31,2025-09-29,145000000.0,2321000000.0,3902000000.0,7212000000.0,298206243,,,0.06247307195174494,1.8482829318298308,
CPB,2025-10-31,2025-12-30,194000000.0,2677000000.0,3957000000.0,6972000000.0,298206243,,,0.07246918192005977,1.7619408642911296,
CPB,2026-01-31,2026-04-01,145000000.0,2564000000.0,4005000000.0,7075000000.0,298206243,550000000.0,0.1373283395755306,0.05655226209048362,1.766541822721598,
CPB,2026-04-30,2026-06-29,124000000.0,2366000000.0,4028000000.0,7010000000.0,298206243,608000000.0,0.1509433962264151,0.052409129332206254,1.740317775571003,0.8787878787878788
