ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
FCX,2021-12-31,2022-03-01,,,,,1400000000,,,,,
FCX,2022-12-31,2023-03-01,3468000000.0,22780000000.0,15555000000.0,10952000000.0,1400000000,3468000000.0,0.22295081967213115,0.15223880597014924,0.7040822886531661,
FCX,2023-12-31,2024-02-29,1848000000.0,22855000000.0,16693000000.0,9853000000.0,1400000000,1848000000.0,0.1107050859641766,0.08085758039816232,0.590247409093632,-0.4671280276816609
FCX,2024-12-31,2025-03-01,,,,,1400000000,,,,,
FCX,2025-03-31,2025-05-30,,,,,1400000000,,,,,
FCX,2025-06-30,2025-08-29,772000000.0,7582000000.0,18208000000.0,9251000000.0,1400000000,,,0.10182010023740438,0.508073374340949,
FCX,2025-09-30,2025-11-29,674000000.0,6972000000.0,18685000000.0,9298000000.0,1400000000,,,0.09667240390131956,0.4976184104896976,
FCX,2025-12-31,2026-03-01,406000000.0,5633000000.0,18899000000.0,10492000000.0,1400000000,,,0.07207527072607847,0.5551616487644849,
FCX,2026-03-31,2026-05-30,881000000.0,6234000000.0,19505000000.0,10401000000.0,1400000000,2733000000.0,0.1401179184824404,0.14132178376644208,0.5332478851576519,
FCX,2026-06-30,2026-08-29,984000000.0,7029000000.0,20109000000.0,10359000000.0,1400000000,2945000000.0,0.14645183748570292,0.1399914639351259,0.5151424735193197,0.27461139896373055
