ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
PWR,2021-12-31,2022-03-01,,,,,150343393,,,,,
PWR,2022-12-31,2023-03-01,491189000.0,17073903000.0,5383464000.0,3975491000.0,150343393,491189000.0,0.09124032407386769,0.02876840755157154,0.7384633759973133,
PWR,2023-12-31,2024-02-29,744689000.0,20882206000.0,6272241000.0,4463697000.0,150343393,744689000.0,0.11872774021278838,0.03566141431609285,0.7116590386115584,0.516094619382763
PWR,2024-12-31,2025-03-01,,,,,150343393,,,,,
PWR,2025-03-31,2025-05-30,,,,,150343393,,,,,
PWR,2025-06-30,2025-08-29,229250000.0,6773007000.0,7857602000.0,5107390000.0,150343393,,,0.033847595314754585,0.6499934712906049,
PWR,2025-09-30,2025-11-29,339420000.0,7631408000.0,8395778000.0,6018080000.0,150343393,,,0.044476720416468364,0.7167983717530406,
PWR,2025-12-31,2026-03-01,315450000.0,7841948000.0,8938249000.0,6418954000.0,150343393,,,0.040225974464508055,0.7181444598377155,
PWR,2026-03-31,2026-05-30,220625000.0,7874787000.0,9044569000.0,6319673000.0,150343393,1104745000.0,0.12214457095744419,0.028016630799029867,0.698725721479929,
PWR,2026-06-30,2026-08-29,451381000.0,9556997000.0,9637942000.0,6603135000.0,150343393,1326876000.0,0.1376721295894912,0.04723042185740981,0.6851187732816819,0.9689465648854961
