ticker,period_end,available_date,net_income,total_revenue,total_equity,total_debt,shares_outstanding,ttm_net_income,roe,net_margin,debt_to_equity,earnings_growth_yoy
AKAM,2021-12-31,2022-03-01,,,,,143716609,,,,,
AKAM,2022-12-31,2023-03-01,523672000.0,3616654000.0,4360187000.0,3174617000.0,143716609,523672000.0,0.12010310566955042,0.14479460849724635,0.7280919373412196,
AKAM,2023-12-31,2024-02-29,547629000.0,3811920000.0,4597155000.0,4535979000.0,143716609,547629000.0,0.11912345787775265,0.14366224894541332,0.9866926392518851,0.04574810186528972
AKAM,2024-12-31,2025-03-01,,,,,143716609,,,,,
AKAM,2025-03-31,2025-05-30,,,,,143716609,,,,,
AKAM,2025-06-30,2025-08-29,103618000.0,1043494000.0,4467508000.0,5271115000.0,143716609,,,0.09929908557212595,1.1798781334023352,
AKAM,2025-09-30,2025-11-29,140170000.0,1054630000.0,4731944000.0,5231072000.0,143716609,,,0.13290917193707746,1.1054805382312216,
AKAM,2025-12-31,2026-03-01,85072000.0,1094912000.0,4977371000.0,5675388000.0,143716609,,,0.07769756838905775,1.1402380895456659,
AKAM,2026-03-31,2026-05-30,106319000.0,1073610000.0,4908825000.0,5867705000.0,143716609,435179000.0,0.08865237607777829,0.09902944272128612,1.1953379882151023,
AKAM,2026-06-30,2026-08-29,79404000.0,1099682000.0,4748517000.0,9338986000.0,143716609,410965000.0,0.08654596793061918,0.07220632873867172,1.9667163453347645,-0.23368526703854542
