Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,16.073333740234375,16.136667251586914,15.80666732788086,15.953332901000977,13.261334419250488,1788300,0.0,0.0
2015-01-05 00:00:00-05:00,15.873332977294922,15.970000267028809,15.75333309173584,15.869999885559082,13.19206428527832,2866800,0.0,0.0
2015-01-06 00:00:00-05:00,15.920000076293945,15.993332862854004,15.720000267028809,15.859999656677246,13.18375301361084,3104100,0.0,0.0
2015-01-07 00:00:00-05:00,15.963333129882812,16.093332290649414,15.773332595825195,16.086666107177734,13.37216854095459,2972400,0.0,0.0
2015-01-08 00:00:00-05:00,16.163333892822266,16.44333267211914,16.14666748046875,16.336666107177734,13.579985618591309,3616800,0.0,0.0
2015-01-09 00:00:00-05:00,16.40333366394043,16.463333129882812,16.106666564941406,16.166667938232422,13.438672065734863,2143500,0.0,0.0
2015-01-12 00:00:00-05:00,16.1299991607666,16.163333892822266,15.75,15.783332824707031,13.12002182006836,4164600,0.0,0.0
2015-01-13 00:00:00-05:00,15.850000381469727,16.01333236694336,15.449999809265137,15.569999694824219,12.942684173583984,5320200,0.0,0.0
2015-01-14 00:00:00-05:00,15.383333206176758,15.543333053588867,15.033332824707031,15.220000267028809,12.65174388885498,4227000,0.0,0.0
2015-01-15 00:00:00-05:00,15.223333358764648,15.399999618530273,15.069999694824219,15.25333309173584,12.679455757141113,3672300,0.0,0.0
2015-01-16 00:00:00-05:00,15.243332862854004,15.463333129882812,15.180000305175781,15.430000305175781,12.826312065124512,6607200,0.0,0.0
2015-01-20 00:00:00-05:00,15.533332824707031,15.59000015258789,15.226667404174805,15.316666603088379,12.73210334777832,3790800,0.0,0.0
2015-01-21 00:00:00-05:00,15.24666690826416,15.393333435058594,15.126667022705078,15.233332633972168,12.662824630737305,2452800,0.0,0.0
2015-01-22 00:00:00-05:00,15.229999542236328,15.546667098999023,15.126667022705078,15.513333320617676,12.895584106445312,3603300,0.0,0.0
2015-01-23 00:00:00-05:00,15.486666679382324,15.59333324432373,15.399999618530273,15.520000457763672,12.901124000549316,2461800,0.0,0.0
2015-01-26 00:00:00-05:00,15.486666679382324,15.573332786560059,15.376667022705078,15.523332595825195,12.90389347076416,2719500,0.0,0.0
2015-01-27 00:00:00-05:00,15.386667251586914,15.513333320617676,15.296667098999023,15.359999656677246,12.768120765686035,2215500,0.0,0.0
2015-01-28 00:00:00-05:00,15.359999656677246,15.4399995803833,14.976667404174805,15.013333320617676,12.479954719543457,3393300,0.0,0.0
2015-01-29 00:00:00-05:00,15.09000015258789,15.289999961853027,14.9399995803833,15.05666732788086,12.515978813171387,4507800,0.0,0.0
2015-01-30 00:00:00-05:00,15.039999961853027,15.329999923706055,14.970000267028809,15.199999809265137,12.635120391845703,4306500,0.0,0.0
2015-02-02 00:00:00-05:00,15.203332901000977,15.616666793823242,15.203332901000977,15.603333473205566,12.97039794921875,4036500,0.0,0.0
2015-02-03 00:00:00-05:00,15.65999984741211,15.756667137145996,15.58666706085205,15.683333396911621,13.036895751953125,3077400,0.0,0.0
2015-02-04 00:00:00-05:00,15.640000343322754,15.956666946411133,15.576666831970215,15.866666793823242,13.189291000366211,3371700,0.0,0.0
2015-02-05 00:00:00-05:00,15.926667213439941,16.303333282470703,15.896666526794434,16.100000381469727,13.383255004882812,2525400,0.0,0.0
2015-02-06 00:00:00-05:00,16.209999084472656,16.413333892822266,16.136667251586914,16.413333892822266,13.64371109008789,3831900,0.0,0.0
2015-02-09 00:00:00-05:00,16.333332061767578,16.376667022705078,16.126667022705078,16.163333892822266,13.435901641845703,2465400,0.0,0.0
2015-02-10 00:00:00-05:00,16.23666763305664,16.350000381469727,16.023332595825195,16.183332443237305,13.45252513885498,2665200,0.0,0.0
2015-02-11 00:00:00-05:00,16.176666259765625,16.456666946411133,16.136667251586914,16.393333435058594,13.627087593078613,2956800,0.0,0.0
2015-02-12 00:00:00-05:00,16.43000030517578,16.666667938232422,16.406667709350586,16.583332061767578,13.785027503967285,2455800,0.0,0.0
2015-02-13 00:00:00-05:00,16.613332748413086,16.65999984741211,16.446666717529297,16.49333381652832,13.710212707519531,2433600,0.0,0.0
2015-02-17 00:00:00-05:00,16.503332138061523,16.643333435058594,16.420000076293945,16.639999389648438,13.832132339477539,2562900,0.0,0.0
2015-02-18 00:00:00-05:00,16.559999465942383,16.733333587646484,16.540000915527344,16.636667251586914,13.829361915588379,2464800,0.0,0.0
2015-02-19 00:00:00-05:00,16.540000915527344,16.796667098999023,16.540000915527344,16.766666412353516,13.937422752380371,2659500,0.0,0.0
2015-02-20 00:00:00-05:00,16.75,16.98666763305664,16.606666564941406,16.979999542236328,14.114761352539062,2221800,0.0,0.0
2015-02-23 00:00:00-05:00,16.97333335876465,16.979999542236328,16.80666732788086,16.93000030517578,14.073200225830078,2135700,0.0,0.0
2015-02-24 00:00:00-05:00,16.926666259765625,17.073333740234375,16.803333282470703,16.883333206176758,14.034406661987305,2664600,0.0,0.0
2015-02-25 00:00:00-05:00,16.883333206176758,16.98666763305664,16.833332061767578,16.93000030517578,14.073200225830078,1745100,0.0,0.0
2015-02-26 00:00:00-05:00,16.920000076293945,17.0,16.770000457763672,16.8799991607666,14.031632423400879,2847300,0.0,0.0
2015-02-27 00:00:00-05:00,16.836666107177734,16.856666564941406,16.696666717529297,16.719999313354492,13.898637771606445,2173800,0.0,0.0
2015-03-02 00:00:00-05:00,16.790000915527344,16.976667404174805,16.76333236694336,16.97333335876465,14.109217643737793,2285400,0.0,0.0
2015-03-03 00:00:00-05:00,16.96666717529297,17.043333053588867,16.73666763305664,16.866666793823242,14.020552635192871,1940100,0.0,0.0
2015-03-04 00:00:00-05:00,16.836666107177734,17.03333282470703,16.746667861938477,17.00666618347168,14.136927604675293,2962500,0.0,0.0
2015-03-05 00:00:00-05:00,17.01333236694336,17.01333236694336,16.799999237060547,16.926666259765625,14.070425987243652,1907400,0.0,0.0
2015-03-06 00:00:00-05:00,16.886667251586914,17.03333282470703,16.706666946411133,16.729999542236328,13.906943321228027,2226000,0.0,0.0
2015-03-09 00:00:00-04:00,16.753332138061523,16.950000762939453,16.670000076293945,16.899999618530273,14.048257827758789,1857300,0.0,0.0
2015-03-10 00:00:00-04:00,16.770000457763672,16.796667098999023,16.546667098999023,16.546667098999023,13.75455093383789,2754600,0.0,0.0
2015-03-11 00:00:00-04:00,16.53333282470703,16.59666633605957,16.413333892822266,16.446666717529297,13.712860107421875,3003600,0.05,0.0
2015-03-12 00:00:00-04:00,16.483333587646484,16.676666259765625,16.483333587646484,16.663333892822266,13.89350700378418,2377500,0.0,0.0
2015-03-13 00:00:00-04:00,16.68666648864746,16.77666664123535,16.5,16.75,13.965771675109863,2597700,0.0,0.0
2015-03-16 00:00:00-04:00,16.873332977294922,17.059999465942383,16.873332977294922,16.93666648864746,14.121410369873047,1687500,0.0,0.0
2015-03-17 00:00:00-04:00,16.850000381469727,17.0,16.77666664123535,16.979999542236328,14.157540321350098,1640100,0.0,0.0
2015-03-18 00:00:00-04:00,16.876667022705078,16.906667709350586,16.399999618530273,16.50666618347168,13.762887001037598,5243100,0.0,0.0
2015-03-19 00:00:00-04:00,16.450000762939453,16.8700008392334,16.420000076293945,16.803333282470703,14.010241508483887,3843000,0.0,0.0
2015-03-20 00:00:00-04:00,16.8700008392334,16.950000762939453,16.75,16.81333351135254,14.018579483032227,4181400,0.0,0.0
2015-03-23 00:00:00-04:00,16.799999237060547,16.873332977294922,16.683332443237305,16.77666664123535,13.988008499145508,2586300,0.0,0.0
