Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,119.93000030517578,120.80000305175781,117.66000366210938,118.61000061035156,91.70442199707031,3082700,0.0,0.0
2015-01-05 00:00:00-05:00,118.30999755859375,118.30999755859375,114.47000122070312,114.5999984741211,88.6040267944336,4602500,0.0,0.0
2015-01-06 00:00:00-05:00,114.27999877929688,114.29000091552734,111.66000366210938,112.2300033569336,86.77165985107422,6315000,0.0,0.0
2015-01-07 00:00:00-05:00,113.16000366210938,113.80000305175781,111.8499984741211,112.8499984741211,87.25102233886719,4008400,0.0,0.0
2015-01-08 00:00:00-05:00,114.0,117.08999633789062,113.51000213623047,117.08000183105469,90.521484375,4844900,0.0,0.0
2015-01-09 00:00:00-05:00,117.08000183105469,117.47000122070312,114.8499984741211,114.9800033569336,88.89783477783203,3002900,0.0,0.0
2015-01-12 00:00:00-05:00,114.33000183105469,114.44999694824219,112.79000091552734,113.97000122070312,88.116943359375,3273000,0.0,0.0
2015-01-13 00:00:00-05:00,115.0,116.1500015258789,110.7300033569336,111.83000183105469,86.46239471435547,5470700,0.0,0.0
2015-01-14 00:00:00-05:00,110.51000213623047,111.9800033569336,109.54000091552734,111.36000061035156,86.09901428222656,6226600,0.0,0.0
2015-01-15 00:00:00-05:00,112.1500015258789,112.87000274658203,110.37000274658203,110.80000305175781,85.6660385131836,5654000,0.0,0.0
2015-01-16 00:00:00-05:00,110.91000366210938,112.04000091552734,109.87000274658203,111.9000015258789,86.51654815673828,8549600,0.0,0.0
2015-01-20 00:00:00-05:00,112.52999877929688,114.41999816894531,112.1500015258789,113.94999694824219,88.10149383544922,5446200,0.0,0.0
2015-01-21 00:00:00-05:00,114.55000305175781,116.06999969482422,113.77999877929688,114.4000015258789,88.44942474365234,4783600,0.0,0.0
2015-01-22 00:00:00-05:00,117.25,120.9000015258789,117.0199966430664,119.83000183105469,92.64767456054688,6430700,0.0,0.0
