Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2015-02-02 00:00:00-05:00,200.0500030517578,202.02999877929688,197.86000061035156,201.9199981689453,166.7884979248047,163107000,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,203.0,204.85000610351562,202.5500030517578,204.83999633789062,169.20050048828125,124212900,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,203.9199981689453,205.3800048828125,203.50999450683594,204.05999755859375,168.55616760253906,134306700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,204.86000061035156,206.3000030517578,204.77000427246094,206.1199951171875,170.25779724121094,97953200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,206.55999755859375,207.24000549316406,204.9199981689453,205.5500030517578,169.7869873046875,125672000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,204.77000427246094,205.63999938964844,204.13999938964844,204.6300048828125,169.02706909179688,87219000,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,205.8800048828125,207.1199951171875,204.67999267578125,206.80999755859375,170.8277587890625,96164200,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,206.61000061035156,207.4499969482422,205.8300018310547,206.92999267578125,170.9268035888672,91087800,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,207.88999938964844,208.99000549316406,206.97000122070312,208.9199981689453,172.57064819335938,97545900,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,209.07000732421875,209.83999633789062,208.75999450683594,209.77999877929688,173.281005859375,93670400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,209.39999389648438,210.32000732421875,209.10000610351562,210.11000061035156,173.55361938476562,76968200,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,209.66000366210938,210.22000122070312,209.33999633789062,210.1300048828125,173.57012939453125,80652900,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,209.41000366210938,210.4199981689453,209.24000549316406,209.97999572753906,173.44622802734375,91462500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,209.47999572753906,211.3300018310547,208.72999572753906,211.24000549316406,174.4870147705078,140896400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,210.94000244140625,211.2100067138672,210.47999572753906,211.2100067138672,174.46224975585938,74411100,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,211.1199951171875,212.0500030517578,210.75999450683594,211.80999755859375,174.9578094482422,72472300,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,211.66000366210938,212.24000549316406,211.22000122070312,211.6300048828125,174.80914306640625,73061700,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,211.52000427246094,211.7100067138672,210.64999389648438,211.3800048828125,174.60264587402344,72697900,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,211.25999450683594,211.5800018310547,210.60000610351562,210.66000366210938,174.00787353515625,108076000,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,210.77999877929688,212.05999755859375,210.72000122070312,211.99000549316406,175.1064910888672,87491400,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,211.47000122070312,212.0500030517578,210.0800018310547,211.1199951171875,174.3878936767578,110325800,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,210.39999389648438,210.49000549316406,209.05999755859375,210.22999572753906,173.6527099609375,114497200,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,210.6199951171875,210.8000030517578,209.85000610351562,210.4600067138672,173.8426971435547,76873000,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,209.4199981689453,209.94000244140625,207.10000610351562,207.5,171.39768981933594,188128000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,207.74000549316406,208.7899932861328,207.5500030517578,208.36000061035156,172.1080780029297,89818900,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,206.7100067138672,206.80999755859375,204.92999267578125,204.97999572753906,169.31610107421875,157121300,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,205.2899932861328,205.5,204.39999389648438,204.5,168.91964721679688,110145700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,205.25999450683594,207.17999267578125,205.1999969482422,207.10000610351562,171.0673065185547,93993500,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,206.77000427246094,207.92999267578125,204.5800018310547,205.8300018310547,170.01821899414062,162410900,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,206.7100067138672,208.69000244140625,205.86000061035156,208.5800018310547,172.289794921875,136099200,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,207.69000244140625,208.4199981689453,206.97999572753906,207.9600067138672,171.77767944335938,94510400,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,207.38999938964844,211.27000427246094,206.6199951171875,210.4600067138672,173.8426971435547,228808500,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,209.9600067138672,210.47000122070312,209.02999877929688,209.5,173.0497283935547,117917300,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,209.7100067138672,211.02000427246094,209.49000549316406,210.41000366210938,174.5771942138672,177715100,0.931,0.0,0.0
2015-03-23 00:00:00-04:00,210.4199981689453,211.11000061035156,210.0,210.0,174.237060546875,71784500,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,209.85000610351562,210.39999389648438,208.74000549316406,208.82000732421875,173.25799560546875,77805300,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,209.07000732421875,209.35000610351562,205.7100067138672,205.75999450683594,170.71914672851562,159521700,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,204.9600067138672,206.3699951171875,204.1199951171875,205.27000427246094,170.31251525878906,153067200,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,205.1300048828125,205.9499969482422,204.89999389648438,205.74000549316406,170.70252990722656,118939000,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,206.97999572753906,208.61000061035156,206.9600067138672,208.25,172.7850799560547,96180400,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,207.25999450683594,208.10000610351562,206.36000061035156,206.42999267578125,171.2749481201172,126768700,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,206.38999938964844,206.4199981689453,204.50999450683594,205.6999969482422,170.66932678222656,137303600,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,205.6199951171875,206.97999572753906,205.39999389648438,206.44000244140625,171.28329467773438,86900900,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,205.3699951171875,208.4499969482422,205.2100067138672,207.8300018310547,172.4365692138672,114368200,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,207.86000061035156,208.75999450683594,207.24000549316406,207.27999877929688,171.98020935058594,81236300,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,207.5500030517578,208.50999450683594,207.0800018310547,207.97999572753906,172.56103515625,89351900,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,207.77999877929688,209.17999267578125,207.19000244140625,208.89999389648438,173.32435607910156,85548900,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,209.1999969482422,210.08999633789062,208.9600067138672,210.0399932861328,174.2702178955078,72722900,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,209.8699951171875,210.6300048828125,209.02999877929688,209.08999633789062,173.4819793701172,74436600,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,208.85000610351562,209.7100067138672,208.10000610351562,209.49000549316406,173.8139190673828,75099900,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,210.0500030517578,211.0399932861328,209.9499969482422,210.42999267578125,174.59378051757812,99529300,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,210.02999877929688,210.97999572753906,209.7899932861328,210.3699951171875,174.54403686523438,68934900,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,208.94000244140625,209.22999572753906,207.00999450683594,207.9499969482422,172.53614807128906,191113200,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,209.05999755859375,210.25,208.9600067138672,209.85000610351562,174.11253356933594,92189500,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,210.6699981689453,210.86000061035156,209.24000549316406,209.60000610351562,173.90518188476562,72559800,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,210.00999450683594,210.85000610351562,208.89999389648438,210.6300048828125,174.75970458984375,78264600,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,210.14999389648438,211.94000244140625,210.00999450683594,211.16000366210938,175.19944763183594,102585900,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,211.66000366210938,211.97000122070312,211.11000061035156,211.64999389648438,175.6060333251953,61327400,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,212.3300018310547,212.47999572753906,210.5399932861328,210.77000427246094,174.8759307861328,79358100,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,210.74000549316406,211.5,209.3300018310547,211.44000244140625,175.43182373046875,86863500,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,210.3699951171875,211.2899932861328,209.60000610351562,210.57000732421875,174.70994567871094,125684900,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,209.8800048828125,210.35000610351562,207.6199951171875,208.4600067138672,172.95932006835938,161304900,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,209.39999389648438,210.77000427246094,209.27999877929688,210.72000122070312,174.8344268798828,103399700,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,211.22999572753906,212.02000427246094,211.10000610351562,211.32000732421875,175.33221435546875,70927200,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,211.02999877929688,211.4600067138672,208.72999572753906,208.89999389648438,173.32435607910156,113326200,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,209.55999755859375,209.92999267578125,206.75999450683594,208.0399932861328,172.61080932617188,135060200,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,207.9199981689453,209.3800048828125,207.52000427246094,208.8699951171875,173.2994842529297,88244900,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,210.8800048828125,211.86000061035156,210.77999877929688,211.6199951171875,175.5811309814453,155877300,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,211.57000732421875,211.88999938964844,210.52000427246094,210.61000061035156,174.7431640625,75708100,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,209.61000061035156,210.6300048828125,208.6199951171875,209.97999572753906,174.2204132080078,119727600,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,210.47000122070312,211.22000122070312,209.74000549316406,210.02000427246094,174.25363159179688,94667900,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,211.24000549316406,212.32000732421875,210.91000366210938,212.2100067138672,176.07069396972656,95934000,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,212.44000244140625,212.61000061035156,211.86000061035156,212.44000244140625,176.261474609375,76510100,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,212.24000549316406,213.39999389648438,212.16000366210938,213.10000610351562,176.8091278076172,74549700,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,213.24000549316406,213.57000732421875,212.69000244140625,213.02999877929688,176.75103759765625,72114600,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,213.14999389648438,213.77999877929688,212.5,212.8800048828125,176.62657165527344,76857500,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,212.7100067138672,213.75,212.50999450683594,213.5,177.14100646972656,64764600,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,213.0399932861328,213.5399932861328,212.91000366210938,212.99000549316406,176.71780395507812,57433500,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,212.39999389648438,212.91000366210938,210.1999969482422,210.6999969482422,174.81785583496094,124308600,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,211.25,212.97999572753906,210.75999450683594,212.6999969482422,176.47723388671875,93214000,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,212.3300018310547,212.58999633789062,211.6300048828125,212.4600067138672,176.27809143066406,74974600,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,212.3800048828125,212.42999267578125,210.82000732421875,211.13999938964844,175.18289184570312,124919600,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,211.94000244140625,212.33999633789062,210.6199951171875,211.57000732421875,175.53965759277344,93338800,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,211.02000427246094,212.19000244140625,210.27000427246094,211.36000061035156,175.3654327392578,91531000,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,212.0,212.6699981689453,211.3300018310547,211.9199981689453,175.83004760742188,87820900,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,211.07000732421875,211.86000061035156,209.75,210.1300048828125,174.3449249267578,151882800,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,209.9499969482422,210.5800018310547,208.97999572753906,209.77000427246094,174.04615783691406,121704700,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,209.63999938964844,209.82000732421875,208.38999938964844,208.47999572753906,172.9758758544922,89063300,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,208.4499969482422,209.10000610351562,207.69000244140625,208.4499969482422,172.95101928710938,105034700,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,209.3699951171875,211.41000366210938,209.3000030517578,210.9499969482422,175.02525329589844,134551300,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,211.47999572753906,212.08999633789062,211.1999969482422,211.6300048828125,175.58941650390625,73876400,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,210.63999938964844,211.47999572753906,209.67999267578125,210.00999450683594,174.24530029296875,135382400,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,208.63999938964844,209.4499969482422,207.7899932861328,209.11000061035156,173.49856567382812,124384200,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,208.92999267578125,210.35000610351562,208.72000122070312,210.25,174.44442749023438,85308200,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,174.7265167236328,126708600,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,211.30999755859375,213.33999633789062,210.6300048828125,212.77999877929688,176.54356384277344,165867900,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,211.4600067138672,211.5500030517578,210.36000061035156,210.80999755859375,175.7598419189453,130478700,1.03,0.0,0.0
2015-06-22 00:00:00-04:00,211.91000366210938,212.58999633789062,211.63999938964844,211.88999938964844,176.66030883789062,70696000,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,212.13999938964844,212.44000244140625,211.57000732421875,212.0399932861328,176.78533935546875,68476800,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,211.72000122070312,212.1699981689453,210.47000122070312,210.5,175.5014190673828,92307300,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,211.10000610351562,211.25,209.77000427246094,209.86000061035156,174.9678497314453,97107400,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,210.2899932861328,210.5800018310547,209.16000366210938,209.82000732421875,174.9344940185547,104174800,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,208.0500030517578,209.8300018310547,205.3300018310547,205.4199981689453,171.26597595214844,202621300,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,207.25999450683594,207.32000732421875,205.27999877929688,205.85000610351562,171.62449645996094,182925100,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,207.72999572753906,208.02999877929688,206.55999755859375,207.5,173.0001983642578,135979900,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,208.07000732421875,208.27000427246094,206.80999755859375,207.30999755859375,172.841796875,104373700,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,205.77000427246094,207.64999389648438,205.52999877929688,206.72000122070312,172.349853515625,117975400,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,206.9600067138672,208.1699981689453,204.11000061035156,208.02000427246094,173.43377685546875,173820200,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,206.4199981689453,206.75999450683594,204.25,204.52999877929688,170.5240020751953,164020100,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,207.0399932861328,207.35000610351562,204.77000427246094,204.89999389648438,170.83248901367188,144113100,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,207.2899932861328,207.97999572753906,204.9499969482422,207.47999572753906,172.98348999023438,129456900,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,208.99000549316406,209.89999389648438,208.94000244140625,209.77000427246094,174.89279174804688,106069400,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,209.72000122070312,211.0500030517578,209.64999389648438,210.67999267578125,175.65147399902344,81709600,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,210.72999572753906,211.27999877929688,210.0399932861328,210.61000061035156,175.5931396484375,97914100,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,211.8699951171875,212.3000030517578,211.5800018310547,212.3000030517578,177.0021209716797,106683300,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,212.2899932861328,212.5500030517578,211.8000030517578,212.47999572753906,177.15219116210938,89030000,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,212.75,213.17999267578125,212.2100067138672,212.58999633789062,177.24392700195312,70446800,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,212.42999267578125,212.74000549316406,211.38999938964844,211.75,176.54356384277344,77965000,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,210.92999267578125,211.77000427246094,210.88999938964844,211.3699951171875,176.2267303466797,88667900,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,211.52999877929688,211.64999389648438,209.75,210.17999267578125,175.23463439941406,90509100,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,210.3000030517578,210.3699951171875,207.60000610351562,208.0,173.41709899902344,117755000,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,206.94000244140625,207.5500030517578,206.25999450683594,206.7899932861328,172.40817260742188,132361100,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,207.7899932861328,209.5,206.8000030517578,209.3300018310547,174.5259552001953,123544800,0.0,0.0,0.0
2015-07-29 00:00:00-04:00,209.47999572753906,211.0399932861328,209.30999755859375,210.77000427246094,175.72653198242188,105791300,0.0,0.0,0.0
2015-07-30 00:00:00-04:00,210.16000366210938,211.02000427246094,209.4199981689453,210.82000732421875,175.7682647705078,91304400,0.0,0.0,0.0
2015-07-31 00:00:00-04:00,211.4199981689453,211.4499969482422,210.16000366210938,210.5,175.5014190673828,103266900,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,210.4600067138672,210.52999877929688,208.64999389648438,209.7899932861328,174.90943908691406,113965700,0.0,0.0,0.0
2015-08-04 00:00:00-04:00,209.6999969482422,210.25,208.8000030517578,209.3800048828125,174.56761169433594,81820800,0.0,0.0,0.0
2015-08-05 00:00:00-04:00,210.4499969482422,211.30999755859375,209.72999572753906,210.07000732421875,175.1428985595703,85786800,0.0,0.0,0.0
2015-08-06 00:00:00-04:00,210.2899932861328,210.4199981689453,207.64999389648438,208.35000610351562,173.7089080810547,116030800,0.0,0.0,0.0
2015-08-07 00:00:00-04:00,208.16000366210938,208.33999633789062,206.8699951171875,207.9499969482422,173.3754119873047,117858000,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,209.27999877929688,210.6699981689453,209.27999877929688,210.57000732421875,175.55975341796875,80270700,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,208.97000122070312,209.47000122070312,207.75999450683594,208.6699981689453,173.9757080078125,126081400,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,207.11000061035156,209.13999938964844,205.36000061035156,208.9199981689453,174.18411254882812,172123700,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,208.72999572753906,209.5500030517578,208.00999450683594,208.66000366210938,173.9673309326172,89383300,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,208.42999267578125,209.50999450683594,208.25999450683594,209.4199981689453,174.6009979248047,72786500,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,208.7100067138672,210.58999633789062,208.16000366210938,210.58999633789062,175.5764617919922,79072600,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,210.25999450683594,210.67999267578125,209.6999969482422,209.97999572753906,175.06788635253906,71692700,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,209.08999633789062,210.00999450683594,207.35000610351562,208.32000732421875,173.6838836669922,172946000,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,206.50999450683594,208.2899932861328,203.89999389648438,203.97000122070312,170.05714416503906,194327900,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,201.72999572753906,203.94000244140625,197.52000427246094,197.8300018310547,164.93795776367188,346588500,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,187.49000549316406,197.47999572753906,182.39999389648438,189.5,157.99298095703125,507244300,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,195.42999267578125,195.4499969482422,186.9199981689453,187.27000427246094,156.13372802734375,369833100,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,192.0800018310547,194.7899932861328,188.3699951171875,194.4600067138672,162.1283416748047,339257000,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,197.02000427246094,199.4199981689453,195.2100067138672,199.27000427246094,166.13856506347656,274143900,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,198.5,199.83999633789062,197.9199981689453,199.27999877929688,166.14691162109375,160414400,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,198.11000061035156,199.1300048828125,197.00999450683594,197.6699981689453,164.8045654296875,163298800,0.0,0.0,0.0
2015-09-01 00:00:00-04:00,193.1199951171875,194.77000427246094,190.72999572753906,191.77000427246094,159.88558959960938,256000400,0.0,0.0,0.0
2015-09-02 00:00:00-04:00,194.6199951171875,195.4600067138672,192.4199981689453,195.41000366210938,162.92034912109375,160269300,0.0,0.0,0.0
2015-09-03 00:00:00-04:00,196.25999450683594,198.0500030517578,194.9600067138672,195.5500030517578,163.0370635986328,152087800,0.0,0.0,0.0
2015-09-04 00:00:00-04:00,192.85000610351562,193.86000061035156,191.61000061035156,192.58999633789062,160.5692138671875,207081000,0.0,0.0,0.0
2015-09-08 00:00:00-04:00,195.94000244140625,197.61000061035156,195.1699981689453,197.42999267578125,164.60446166992188,116025700,0.0,0.0,0.0
2015-09-09 00:00:00-04:00,199.32000732421875,199.47000122070312,194.35000610351562,194.7899932861328,162.40345764160156,149347700,0.0,0.0,0.0
2015-09-10 00:00:00-04:00,194.55999755859375,197.22000122070312,194.25,195.85000610351562,163.28720092773438,158611100,0.0,0.0,0.0
2015-09-11 00:00:00-04:00,195.3800048828125,196.82000732421875,194.52999877929688,196.74000549316406,164.0292510986328,119691200,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,196.9499969482422,197.00999450683594,195.42999267578125,196.00999450683594,163.42062377929688,79452000,0.0,0.0,0.0
2015-09-15 00:00:00-04:00,196.61000061035156,198.99000549316406,195.9600067138672,198.4600067138672,165.46327209472656,113806200,0.0,0.0,0.0
2015-09-16 00:00:00-04:00,198.82000732421875,200.41000366210938,198.41000366210938,200.17999267578125,166.8972625732422,99581600,0.0,0.0,0.0
2015-09-17 00:00:00-04:00,200.02000427246094,202.88999938964844,199.27999877929688,199.72999572753906,166.5221405029297,276046600,0.0,0.0,0.0
2015-09-18 00:00:00-04:00,195.7100067138672,198.67999267578125,194.9600067138672,195.4499969482422,163.80084228515625,223657500,1.033,0.0,0.0
2015-09-21 00:00:00-04:00,196.44000244140625,197.67999267578125,195.2100067138672,196.4600067138672,164.64732360839844,105726200,0.0,0.0,0.0
2015-09-22 00:00:00-04:00,193.8800048828125,194.4600067138672,192.55999755859375,193.91000366210938,162.51023864746094,153890900,0.0,0.0,0.0
2015-09-23 00:00:00-04:00,194.11000061035156,194.6699981689453,192.91000366210938,193.60000610351562,162.25039672851562,92790600,0.0,0.0,0.0
2015-09-24 00:00:00-04:00,192.14999389648438,193.4499969482422,190.55999755859375,192.89999389648438,161.66378784179688,159378800,0.0,0.0,0.0
2015-09-25 00:00:00-04:00,194.63999938964844,195.0,191.80999755859375,192.85000610351562,161.6219024658203,155054800,0.0,0.0,0.0
2015-09-28 00:00:00-04:00,191.77999877929688,191.91000366210938,187.63999938964844,188.00999450683594,157.5656280517578,178515900,0.0,0.0,0.0
2015-09-29 00:00:00-04:00,188.27000427246094,189.74000549316406,186.92999267578125,188.1199951171875,157.6577911376953,159045600,0.0,0.0,0.0
2015-09-30 00:00:00-04:00,190.3699951171875,191.8300018310547,189.44000244140625,191.6300048828125,160.5994873046875,163452000,0.0,0.0,0.0
2015-10-01 00:00:00-04:00,192.0800018310547,192.49000549316406,189.82000732421875,192.1300048828125,161.01846313476562,131079000,0.0,0.0,0.0
2015-10-02 00:00:00-04:00,189.77000427246094,195.02999877929688,189.1199951171875,195.0,163.42372131347656,211003300,0.0,0.0,0.0
2015-10-05 00:00:00-04:00,196.4600067138672,198.74000549316406,196.3300018310547,198.47000122070312,166.33180236816406,126320800,0.0,0.0,0.0
2015-10-06 00:00:00-04:00,198.30999755859375,198.97999572753906,197.0,197.7899932861328,165.76190185546875,110274500,0.0,0.0,0.0
